,id,book_id,title,authors,decade_year,raw_authors,raw_year,image_url
963,1000,10194157,"Shadow and Bone (Shadow and Bone, #1)",author_leigh_bardugo,decade_2010s,Leigh Bardugo,2012.0,https://images.gr-assets.com/books/1339533695m/10194157.jpg
964,1001,15797938,The Dinner,author_herman_koch author_sam_garrett,decade_2000s,"Herman Koch, Sam Garrett",2009.0,https://images.gr-assets.com/books/1355949630m/15797938.jpg
965,1002,14290364,"Champion (Legend, #3)",author_marie_lu,decade_2010s,Marie Lu,2013.0,https://images.gr-assets.com/books/1382652310m/14290364.jpg
966,1003,61666,Contact,author_carl_sagan,decade_1980s,Carl Sagan,1985.0,https://images.gr-assets.com/books/1408792653m/61666.jpg
967,1004,9961796,"Lola and the Boy Next Door (Anna and the French Kiss, #2)",author_stephanie_perkins,decade_2010s,Stephanie Perkins,2011.0,https://images.gr-assets.com/books/1358271832m/9961796.jpg
968,1005,3711,White Teeth,author_zadie_smith,decade_1990s,Zadie Smith,1999.0,https://images.gr-assets.com/books/1374739885m/3711.jpg
969,1006,11887020,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,author_chris_kyle author_scott_mcewen author_jim_defelice,decade_2010s,"Chris Kyle, Scott McEwen, Jim DeFelice",2012.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
970,1007,35982,My Horizontal Life: A Collection of One-Night Stands,author_chelsea_handler,decade_2000s,Chelsea Handler,2004.0,https://images.gr-assets.com/books/1388631721m/35982.jpg
971,1008,8659601,"The Power of Six (Lorien Legacies, #2)",author_pittacus_lore,decade_2010s,Pittacus Lore,2011.0,https://images.gr-assets.com/books/1345067406m/8659601.jpg
972,1009,15815333,The Interestings,author_meg_wolitzer,decade_2010s,Meg Wolitzer,2013.0,https://images.gr-assets.com/books/1451446889m/15815333.jpg
973,1010,43070,The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,author_bill_watterson,decade_1980s,Bill Watterson,1988.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
974,1011,1379961,People of the Book,author_geraldine_brooks,decade_2000s,Geraldine Brooks,2008.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
975,1014,8698,"So Long, and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy, #4)",author_douglas_adams,decade_1980s,Douglas Adams,1984.0,https://images.gr-assets.com/books/1369563116m/8698.jpg
976,1015,16631,Steppenwolf,author_hermann_hesse author_basil_creighton,decade_1920s,"Hermann Hesse, Basil Creighton",1927.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
977,1016,32263,"The Surgeon (Rizzoli & Isles, #1)",author_tess_gerritsen,decade_2000s,Tess Gerritsen,2001.0,https://images.gr-assets.com/books/1277923728m/32263.jpg
978,1017,17572903,The Girl You Left Behind,author_jojo_moyes,decade_2010s,Jojo Moyes,2012.0,https://images.gr-assets.com/books/1366558957m/17572903.jpg
979,1018,68487,"Royal Assassin (Farseer Trilogy, #2)",author_robin_hobb,decade_1990s,Robin Hobb,1996.0,https://images.gr-assets.com/books/1387145228m/68487.jpg
980,1019,414999,Childhood's End,author_arthur_c_clarke,decade_1950s,Arthur C. Clarke,1953.0,https://images.gr-assets.com/books/1320552628m/414999.jpg
981,1020,37190,The Tale of Despereaux,author_kate_dicamillo author_timothy_basil_ering,decade_2000s,"Kate DiCamillo, Timothy Basil Ering",2004.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
982,1021,25460,"Animal, Vegetable, Miracle: A Year of Food Life",author_barbara_kingsolver author_steven_l_hopp author_camille_kingsolver author_richard_a_houser,decade_2000s,"Barbara Kingsolver, Steven L. Hopp, Camille Kingsolver, Richard A. Houser",2007.0,https://images.gr-assets.com/books/1480104279m/25460.jpg
983,1022,20613470,"Heir of Fire (Throne of Glass, #3)",author_sarah_j_maas,decade_2010s,Sarah J. Maas,2014.0,https://images.gr-assets.com/books/1460846511m/20613470.jpg
984,1023,35231,"Lord of Chaos (Wheel of Time, #6)",author_robert_jordan,decade_1990s,Robert Jordan,1994.0,https://images.gr-assets.com/books/1480096417m/35231.jpg
985,1024,6218281,"The Sweetness at the Bottom of the Pie (Flavia de Luce, #1)",author_alan_bradley,decade_2000s,Alan Bradley,2009.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
986,1025,7214,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,author_donald_miller,decade_2000s,Donald Miller,2003.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
987,1026,10965,"A Breath of Snow and Ashes (Outlander, #6)",author_diana_gabaldon,decade_2000s,Diana Gabaldon,2005.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
988,1027,18705209,"The Blood of Olympus (The Heroes of Olympus, #5)",author_rick_riordan,decade_2010s,Rick Riordan,2014.0,https://images.gr-assets.com/books/1464201441m/18705209.jpg
989,1028,26247008,Truly Madly Guilty,author_liane_moriarty,decade_2010s,Liane Moriarty,2016.0,https://images.gr-assets.com/books/1491249206m/26247008.jpg
990,1029,15704307,"Saga, Vol. 1 (Saga, #1)",author_brian_k_vaughan author_fiona_staples,decade_2010s,"Brian K. Vaughan, Fiona Staples",2012.0,https://images.gr-assets.com/books/1486028947m/15704307.jpg
991,1030,10996342,The Art of Fielding,author_chad_harbach,decade_2010s,Chad Harbach,2011.0,https://images.gr-assets.com/books/1327882787m/10996342.jpg
992,1031,4631,A Moveable Feast,author_ernest_hemingway,decade_1960s,Ernest Hemingway,1964.0,https://images.gr-assets.com/books/1427463201m/4631.jpg
993,1032,44652,"Fablehaven (Fablehaven, #1)",author_brandon_mull,decade_2000s,Brandon Mull,2006.0,https://images.gr-assets.com/books/1460309528m/44652.jpg
994,1033,438492,"The Wide Window (A Series of Unfortunate Events, #3)",author_lemony_snicket author_brett_helquist,decade_2000s,"Lemony Snicket, Brett Helquist",2000.0,https://images.gr-assets.com/books/1320705923m/438492.jpg
995,1034,91476,"Grave Peril (The Dresden Files, #3)",author_jim_butcher,decade_2000s,Jim Butcher,2001.0,https://images.gr-assets.com/books/1266470209m/91476.jpg
996,1035,10884,Einstein: His Life and Universe,author_walter_isaacson,decade_2000s,Walter Isaacson,2007.0,https://images.gr-assets.com/books/1328011405m/10884.jpg
997,1036,15842441,"Effortless (Thoughtless, #2)",author_sc_stephens,decade_2010s,S.C. Stephens,2011.0,https://images.gr-assets.com/books/1364805648m/15842441.jpg
998,1037,5351,The Street Lawyer,author_john_grisham,decade_1990s,John Grisham,1998.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
999,1038,310459,"Roll of Thunder, Hear My Cry (Logans, #4)",author_mildred_d_taylor,decade_1970s,Mildred D. Taylor,1976.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1000,1039,5899779,"Pride and Prejudice and Zombies (Pride and Prejudice and Zombies, #1)",author_seth_grahamesmith author_jane_austen,decade_2000s,"Seth Grahame-Smith, Jane Austen",2009.0,https://images.gr-assets.com/books/1320449653m/5899779.jpg
1001,1040,15790837,Let's Explore Diabetes with Owls,author_david_sedaris,decade_2010s,David Sedaris,2013.0,https://images.gr-assets.com/books/1359704028m/15790837.jpg
1002,1041,12505,The Idiot,author_fyodor_dostoyevsky author_constance_garnett author_alan_myers author_joseph_frank author_anna_brailovsky,decade_1860s,"Fyodor Dostoyevsky, Constance Garnett, Alan Myers, Joseph Frank, Anna Brailovsky",1868.0,https://images.gr-assets.com/books/1327865902m/12505.jpg
1003,1042,365,Dirk Gently's Holistic Detective Agency (Dirk Gently #1),author_douglas_adams,decade_1980s,Douglas Adams,1987.0,https://images.gr-assets.com/books/1404697381m/365.jpg
1004,1043,1809465,"Rodrick Rules (Diary of a Wimpy Kid, #2)",author_jeff_kinney,decade_2000s,Jeff Kinney,2008.0,https://images.gr-assets.com/books/1360095964m/1809465.jpg
1005,1044,22716447,Why Not Me?,author_mindy_kaling,decade_2010s,Mindy Kaling,2015.0,https://images.gr-assets.com/books/1442548684m/22716447.jpg
1006,1045,18126198,"Four: A Divergent Story Collection (Divergent, #0.1 - 0.4)",author_veronica_roth,decade_2010s,Veronica Roth,2014.0,https://images.gr-assets.com/books/1393687572m/18126198.jpg
1007,1046,23453112,Modern Romance,author_aziz_ansari author_eric_klinenberg,decade_2010s,"Aziz Ansari, Eric Klinenberg",2015.0,https://images.gr-assets.com/books/1432335014m/23453112.jpg
1008,1047,11594337,The One and Only Ivan,author_katherine_applegate author_patricia_castelao,decade_2010s,"Katherine Applegate, Patricia Castelao",2012.0,https://images.gr-assets.com/books/1424981397m/11594337.jpg
1009,1048,108229,The Perfect Storm: A True Story of Men Against the Sea,author_sebastian_junger,decade_1990s,Sebastian Junger,1997.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1010,1049,68427,"Elantris (Elantris, #1)",author_brandon_sanderson,decade_2000s,Brandon Sanderson,2005.0,https://images.gr-assets.com/books/1475740953m/68427.jpg
1011,1050,2118745,"The Knife of Never Letting Go (Chaos Walking, #1)",author_patrick_ness,decade_2000s,Patrick Ness,2008.0,https://images.gr-assets.com/books/1277071696m/2118745.jpg
1012,1051,33512,One Thousand White Women: The Journals of May Dodd (One Thousand White Women#1),author_jim_fergus,decade_1990s,Jim Fergus,1998.0,https://images.gr-assets.com/books/1389821957m/33512.jpg
1013,1052,3720975,Handle with Care,author_jodi_picoult,decade_2000s,Jodi Picoult,2009.0,https://images.gr-assets.com/books/1316440644m/3720975.jpg
1014,1053,5093,"Song of Susannah (The Dark Tower, #6)",author_stephen_king author_darrel_anderson,decade_2000s,"Stephen King, Darrel Anderson",2004.0,https://images.gr-assets.com/books/1372296326m/5093.jpg
1015,1055,14836,Midnight's Children,author_salman_rushdie,decade_1980s,Salman Rushdie,1981.0,https://images.gr-assets.com/books/1371063511m/14836.jpg
1016,1056,535441,The Zombie Survival Guide: Complete Protection from the Living Dead,author_max_brooks,decade_2000s,Max Brooks,2004.0,https://images.gr-assets.com/books/1320562270m/535441.jpg
1017,1058,16331,"Murder at the Vicarage (Miss Marple, #1)",author_agatha_christie,decade_1930s,Agatha Christie,1930.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1018,1059,227651,"Among the Hidden (Shadow Children, #1)",author_margaret_peterson_haddix,decade_1990s,Margaret Peterson Haddix,1998.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1019,1060,315425,In Defense of Food: An Eater's Manifesto,author_michael_pollan,decade_2000s,Michael Pollan,2007.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1020,1061,703292,The Witch of Blackbird Pond,author_elizabeth_george_speare,decade_1950s,Elizabeth George Speare,1958.0,https://images.gr-assets.com/books/1345499790m/703292.jpg
1021,1062,22918050,"The Heir (The Selection, #4)",author_kiera_cass,decade_2010s,Kiera Cass,2015.0,https://images.gr-assets.com/books/1422993526m/22918050.jpg
1022,1063,9419,"Shopaholic Ties the Knot (Shopaholic, #3)",author_sophie_kinsella,decade_2000s,Sophie Kinsella,2002.0,https://images.gr-assets.com/books/1371383294m/9419.jpg
1023,1064,5890,The Woman in White,author_wilkie_collins author_matthew_sweet,decade_1850s,"Wilkie Collins, Matthew Sweet",1859.0,https://images.gr-assets.com/books/1295661017m/5890.jpg
1024,1065,25735012,"Career of Evil (Cormoran Strike, #3)",author_robert_galbraith author_jk_rowling,decade_2010s,"Robert Galbraith, J.K. Rowling",2015.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1025,1066,5821978,"The Summer I Turned Pretty (Summer, #1)",author_jenny_han,decade_2000s,Jenny Han,2009.0,https://images.gr-assets.com/books/1361666855m/5821978.jpg
1026,1067,6422,"Four to Score (Stephanie Plum, #4)",author_janet_evanovich,decade_1990s,Janet Evanovich,1998.0,https://images.gr-assets.com/books/1311983211m/6422.jpg
1027,1068,29209,The Color of Water: A Black Man's Tribute to His White Mother,author_james_mcbride,decade_1990s,James McBride,1996.0,https://images.gr-assets.com/books/1401311300m/29209.jpg
1028,1069,6402364,"SuperFreakonomics: Global Cooling, Patriotic Prostitutes And Why Suicide Bombers Should Buy Life Insurance",author_steven_d_levitt author_stephen_j_dubner,decade_2000s,"Steven D. Levitt, Stephen J. Dubner",2009.0,https://images.gr-assets.com/books/1308117804m/6402364.jpg
1029,1070,112750,"Darkfever (Fever, #1)",author_karen_marie_moning,decade_2000s,Karen Marie Moning,2006.0,https://images.gr-assets.com/books/1392579949m/112750.jpg
1030,1071,234184,"Stone of Tears (Sword of Truth, #2)",author_terry_goodkind,decade_1990s,Terry Goodkind,1995.0,https://images.gr-assets.com/books/1478930875m/234184.jpg
1031,1072,7114761,Heart of the Matter,author_emily_giffin,decade_2010s,Emily Giffin,2010.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1032,1073,5797,Vanity Fair,author_william_makepeace_thackeray author_john_carey,decade_1840s,"William Makepeace Thackeray, John Carey",1847.0,https://images.gr-assets.com/books/1344386439m/5797.jpg
1033,1074,4982,The Sirens of Titan,author_kurt_vonnegut_jr,decade_1950s,Kurt Vonnegut Jr.,1959.0,https://images.gr-assets.com/books/1419363185m/4982.jpg
1034,1076,25781157,The Nest,author_cynthia_daprix_sweeney,decade_2010s,Cynthia D'Aprix Sweeney,2016.0,https://images.gr-assets.com/books/1461354827m/25781157.jpg
1035,1077,21326,"Fables, Vol. 1: Legends in Exile",author_bill_willingham author_lan_medina author_steve_leialoha author_craig_hamilton author_james_jean,decade_2000s,"Bill Willingham, Lan Medina, Steve Leialoha, Craig Hamilton, James Jean",2001.0,https://images.gr-assets.com/books/1375392441m/21326.jpg
1036,1078,1633,Getting Things Done: The Art of Stress-Free Productivity,author_david____allen,decade_2000s,David    Allen,2001.0,https://images.gr-assets.com/books/1312474060m/1633.jpg
1037,1079,13103,"The Celestine Prophecy (Celestine Prophecy, #1)",author_james_redfield,decade_1990s,James Redfield,1993.0,https://images.gr-assets.com/books/1341360412m/13103.jpg
1038,1080,12294652,My Life Next Door,author_huntley_fitzpatrick,decade_2010s,Huntley Fitzpatrick,2012.0,https://images.gr-assets.com/books/1394240144m/12294652.jpg
1039,1081,12959233,Winter of the World (The Century Trilogy #2),author_ken_follett,decade_2010s,Ken Follett,2012.0,https://images.gr-assets.com/books/1369453743m/12959233.jpg
1040,1082,19288239,Colorless Tsukuru Tazaki and His Years of Pilgrimage,author_haruki_murakami author_philip_gabriel,decade_2010s,"Haruki Murakami, Philip Gabriel",2013.0,https://images.gr-assets.com/books/1409000450m/19288239.jpg
1041,1083,82970,Lucky,author_alice_sebold,decade_1990s,Alice Sebold,1999.0,https://images.gr-assets.com/books/1327190847m/82970.jpg
1042,1084,59716,To the Lighthouse,author_virginia_woolf,decade_1920s,Virginia Woolf,1927.0,https://images.gr-assets.com/books/1346239665m/59716.jpg
1043,1085,105576,Five Point Someone,author_chetan_bhagat,decade_2000s,Chetan Bhagat,2004.0,https://images.gr-assets.com/books/1298571209m/105576.jpg
1044,1086,30281,"Guilty Pleasures (Anita Blake, Vampire Hunter, #1)",author_laurell_k_hamilton,decade_1990s,Laurell K. Hamilton,1993.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1045,1087,19057,I Am the Messenger,author_markus_zusak,decade_2000s,Markus Zusak,2002.0,https://images.gr-assets.com/books/1398483261m/19057.jpg
1046,1088,31463,Far from the Madding Crowd,author_thomas_hardy author_rosemarie_morgan author_shannon_russell,decade_1870s,"Thomas Hardy, Rosemarie Morgan, Shannon Russell",1874.0,https://images.gr-assets.com/books/1388279695m/31463.jpg
1047,1089,34507,"Equal Rites (Discworld, #3; Witches #1)",author_terry_pratchett,decade_1980s,Terry Pratchett,1987.0,https://images.gr-assets.com/books/1407706800m/34507.jpg
1048,1090,24800,House of Leaves,author_mark_z_danielewski,decade_2000s,Mark Z. Danielewski,2000.0,https://images.gr-assets.com/books/1403889034m/24800.jpg
1049,1092,17288661,Sycamore Row,author_john_grisham,decade_2010s,John Grisham,2013.0,https://images.gr-assets.com/books/1375888633m/17288661.jpg
1050,1093,8652190,"Awakened (House of Night, #8)",author_pc_cast author_kristin_cast,decade_2010s,"P.C. Cast, Kristin Cast",2011.0,https://images.gr-assets.com/books/1307744664m/8652190.jpg
1051,1094,17150,My Ántonia,author_willa_cather,decade_1910s,Willa Cather,1918.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1052,1095,213753,"Life As We Knew It (Last Survivors, #1)",author_susan_beth_pfeffer,decade_2000s,Susan Beth Pfeffer,2006.0,https://images.gr-assets.com/books/1328012816m/213753.jpg
1053,1096,706,America (The Book): A Citizen's Guide to Democracy Inaction,author_jon_stewart author_ben_karlin author_david_javerbaum author_rich_bloomquist author_steve_bodow author_tim_carvell author_eric_drysdale author_jr_havlan author_scott_jacobson author_tom_johnson author_rob_kutner author_chris_regan author_jason_reich author_jason_ross author_stephen_colbert author_samantha_bee author_rob_corddry author_brendan_hay author_ed_helms,decade_2000s,"Jon Stewart, Ben Karlin, David Javerbaum, Rich Bloomquist, Steve Bodow, Tim Carvell, Eric Drysdale, J.R. Havlan, Scott Jacobson, Tom Johnson, Rob Kutner, Chris Regan, Jason Reich, Jason Ross, Stephen Colbert, Samantha Bee, Rob Corddry, Brendan Hay, Ed Helms",2004.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1054,1098,17407748,The Longest Ride,author_nicholas_sparks,decade_2010s,Nicholas Sparks,2012.0,https://images.gr-assets.com/books/1367536453m/17407748.jpg
1055,1099,57854,Tao Te Ching,author_lao_tzu author_giafu_feng author_jane_english author_chungliang_al_huang author_rowena_pattee_kryder author_toinette_lippe,decade_0s,"Lao Tzu, Gia-Fu Feng, Jane English, Chungliang Al Huang, Rowena Pattee Kryder, Toinette Lippe",-300.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1056,1100,78983,"Kane and Abel (Kane and Abel, #1)",author_jeffrey_archer,decade_1970s,Jeffrey Archer,1979.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1057,1101,1609451,Change of Heart,author_jodi_picoult,decade_2000s,Jodi Picoult,2008.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1058,1102,32370,Dry,author_augusten_burroughs,decade_2000s,Augusten Burroughs,2003.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1059,1104,25644601,"Grey (Fifty Shades, #4)",author_el_james,decade_2010s,E.L. James,2015.0,https://images.gr-assets.com/books/1433182986m/25644601.jpg
1060,1105,106,Dune Messiah (Dune Chronicles #2),author_frank_herbert,decade_1960s,Frank Herbert,1969.0,https://images.gr-assets.com/books/1392528394m/106.jpg
1061,1106,17267,The Great Divorce,author_cs_lewis,decade_1940s,C.S. Lewis,1945.0,https://images.gr-assets.com/books/1166805741m/17267.jpg
1062,1108,46306,The Complete Fairy Tales,author_hans_christian_andersen author_lily_owens author_arthur_rackham author_hans_richter,decade_1830s,"Hans Christian Andersen, Lily Owens, Arthur Rackham, Hans Richter",1835.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1063,1109,6466909,"New Moon: The Complete Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #2)",author_mark_cotta_vaz,decade_2000s,Mark Cotta Vaz,2009.0,https://images.gr-assets.com/books/1343724104m/6466909.jpg
1064,1110,24445517,"Maybe Someday (Maybe, #1)",author_colleen_hoover,decade_2010s,Colleen Hoover,2014.0,https://images.gr-assets.com/books/1421002815m/24445517.jpg
1065,1111,31101,Mr. Maybe,author_jane_green,decade_1990s,Jane Green,1999.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1066,1112,77392,"Anne of the Island (Anne of Green Gables, #3)",author_lm_montgomery,decade_1910s,L.M. Montgomery,1915.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1067,1113,51893,Thus Spoke Zarathustra,author_friedrich_nietzsche author_walter_kaufmann,decade_1880s,"Friedrich Nietzsche, Walter Kaufmann",1883.0,https://images.gr-assets.com/books/1480901846m/51893.jpg
1068,1114,156538,North and South,author_elizabeth_gaskell author_alan_shelston,decade_1850s,"Elizabeth Gaskell, Alan Shelston",1854.0,https://images.gr-assets.com/books/1349633381m/156538.jpg
1069,1115,11330361,A Stolen Life,author_jaycee_dugard,decade_2010s,Jaycee Dugard,2011.0,https://images.gr-assets.com/books/1327928284m/11330361.jpg
1070,1116,7913305,"The Immortals of Meluha (Shiva Trilogy, #1)",author_amish_tripathi,decade_2010s,Amish Tripathi,2010.0,https://images.gr-assets.com/books/1334659192m/7913305.jpg
1071,1117,8650,"The Lost World (Jurassic Park, #2)",author_michael_crichton,decade_1990s,Michael Crichton,1995.0,https://images.gr-assets.com/books/1386864575m/8650.jpg
1072,1118,9593913,"Requiem (Delirium, #3)",author_lauren_oliver,decade_2010s,Lauren Oliver,2013.0,https://images.gr-assets.com/books/1340992438m/9593913.jpg
1073,1119,13890,"A Crown of Swords (Wheel of Time, #7)",author_robert_jordan,decade_1990s,Robert Jordan,1996.0,https://images.gr-assets.com/books/1358542379m/13890.jpg
1074,1120,21348,Aesop's Fables,author_aesop author_laura_harris author_laura_gibbs,decade_0s,"Aesop, Laura Harris, Laura Gibbs",-560.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1075,1121,394535,"Blood Meridian, or the Evening Redness in the West",author_cormac_mccarthy,decade_1980s,Cormac McCarthy,1985.0,https://images.gr-assets.com/books/1453995760m/394535.jpg
1076,1122,12751687,"Finale (Hush, Hush, #4)",author_becca_fitzpatrick,decade_2010s,Becca Fitzpatrick,2012.0,https://images.gr-assets.com/books/1362408156m/12751687.jpg
1077,1123,13440,Skeleton Crew,author_stephen_king,decade_1980s,Stephen King,1985.0,https://images.gr-assets.com/books/1271861632m/13440.jpg
1078,1125,6969361,2 States: The Story of My Marriage,author_chetan_bhagat,decade_2000s,Chetan Bhagat,2009.0,https://images.gr-assets.com/books/1255292027m/6969361.jpg
1079,1126,263145,"Vampire Knight, Vol. 1 (Vampire Knight, #1)",author_matsuri_hino author_tomo_kimura,decade_2000s,"Matsuri Hino, Tomo Kimura",2005.0,https://images.gr-assets.com/books/1329232329m/263145.jpg
1080,1127,91478,"Summer Knight (The Dresden Files, #4)",author_jim_butcher,decade_2000s,Jim Butcher,2002.0,https://images.gr-assets.com/books/1345557469m/91478.jpg
1081,1128,61975,"Dragonflight (Dragonriders of Pern, #1)",author_anne_mccaffrey author_teodor_panasiski,decade_1960s,"Anne McCaffrey, Teodor Panasiński",1968.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1082,1129,1081560,"The History of the Hobbit, Part One: Mr. Baggins",author_john_d_rateliff author_jrr_tolkien,decade_2000s,"John D. Rateliff, J.R.R. Tolkien",2007.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1083,1130,17788401,Ugly Love,author_colleen_hoover,decade_2010s,Colleen Hoover,2014.0,https://images.gr-assets.com/books/1399179135m/17788401.jpg
1084,1131,47401,"Chocolat (Chocolat, #1)",author_joanne_harris,decade_1990s,Joanne Harris,1998.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1085,1132,293101,The Amityville Horror,author_jay_anson,decade_1970s,Jay Anson,1977.0,https://images.gr-assets.com/books/1306079371m/293101.jpg
1086,1134,13639050,"Gabriel's Rapture (Gabriel's Inferno, #2)",author_sylvain_reynard,decade_2010s,Sylvain Reynard,2012.0,https://images.gr-assets.com/books/1343962380m/13639050.jpg
1087,1135,11012,Dubliners,author_james_joyce author_jeri_johnson,decade_1910s,"James Joyce, Jeri Johnson",1914.0,https://images.gr-assets.com/books/1334138184m/11012.jpg
1088,1136,5941033,Let the Great World Spin,author_colum_mccann,decade_2000s,Colum McCann,2009.0,https://images.gr-assets.com/books/1474988022m/5941033.jpg
1089,1137,227865,"The Eternity Code (Artemis Fowl, #3)",author_eoin_colfer,decade_2000s,Eoin Colfer,2003.0,https://images.gr-assets.com/books/1327945417m/227865.jpg
1090,1138,43933,Tell No One,author_harlan_coben,decade_2000s,Harlan Coben,2001.0,https://images.gr-assets.com/books/1421365049m/43933.jpg
1091,1139,17660,The Tommyknockers,author_stephen_king,decade_1980s,Stephen King,1987.0,https://images.gr-assets.com/books/1394210331m/17660.jpg
1092,1140,5287473,"Hex Hall (Hex Hall, #1)",author_rachel_hawkins,decade_2010s,Rachel Hawkins,2010.0,https://images.gr-assets.com/books/1368393885m/5287473.jpg
1093,1141,13099738,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,author_austin_kleon,decade_2010s,Austin Kleon,2010.0,https://images.gr-assets.com/books/1404576602m/13099738.jpg
1094,1142,816,Cryptonomicon,author_neal_stephenson,decade_1990s,Neal Stephenson,1999.0,https://images.gr-assets.com/books/1327931476m/816.jpg
1095,1143,16102004,"Beautiful Bastard (Beautiful Bastard, #1)",author_christina_lauren,decade_2010s,Christina Lauren,2013.0,https://images.gr-assets.com/books/1362258921m/16102004.jpg
1096,1144,14249,Prodigal Summer,author_barbara_kingsolver,decade_2000s,Barbara Kingsolver,2000.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1097,1145,5204,We Were the Mulvaneys,author_joyce_carol_oates,decade_1990s,Joyce Carol Oates,1996.0,https://images.gr-assets.com/books/1309282868m/5204.jpg
1098,1146,102920,Understanding Comics: The Invisible Art,author_scott_mccloud,decade_1990s,Scott McCloud,1993.0,https://images.gr-assets.com/books/1328408101m/102920.jpg
1099,1147,7842288,"Beautiful Darkness (Caster Chronicles, #2)",author_kami_garcia author_margaret_stohl,decade_2010s,"Kami Garcia, Margaret Stohl",2010.0,https://images.gr-assets.com/books/1327879100m/7842288.jpg
1100,1148,12391521,The Psychopath Test: A Journey Through the Madness Industry,author_jon_ronson,decade_2010s,Jon Ronson,2011.0,https://images.gr-assets.com/books/1364166270m/12391521.jpg
1101,1149,14865,Vanishing Acts,author_jodi_picoult,decade_2000s,Jodi Picoult,2005.0,https://images.gr-assets.com/books/1407719603m/14865.jpg
1102,1150,15159,Absolute Power,author_david_baldacci,decade_1990s,David Baldacci,1995.0,https://images.gr-assets.com/books/1328399707m/15159.jpg
1103,1151,6858,"Hot Six (Stephanie Plum, #6)",author_janet_evanovich,decade_2000s,Janet Evanovich,2000.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1104,1152,13624688,The Time Keeper,author_mitch_albom,decade_2010s,Mitch Albom,2012.0,https://images.gr-assets.com/books/1340478576m/13624688.jpg
1105,1153,33456,"A Dirty Job (Grim Reaper, #1)",author_christopher_moore,decade_2000s,Christopher Moore,2006.0,https://images.gr-assets.com/books/1331323415m/33456.jpg
