,id,book_id,title,authors,decade_year
2281,2282,3393124,"Max (Maximum Ride, #5)",author_james_patterson,decade_2000s
2282,2283,7778981,"Halo (Halo, #1)",author_alexandra_adornetto,decade_2010s
2283,2284,95186,The Inheritance of Loss,author_kiran_desai,decade_2000s
2284,2285,13813,"A Darkness At Sethanon (The Riftwar Saga, #4)",author_raymond_e_feist,decade_1980s
2285,2286,16640,The Sorrows of Young Werther,author_johann_wolfgang_von_goethe author_burton_pike,decade_1770s
2286,2287,3570231,"At Grave's End (Night Huntress, #3)",author_jeaniene_frost,decade_2000s
2287,2288,24687,Don't Let's Go to the Dogs Tonight,author_alexandra_fuller,decade_2000s
2288,2289,41424,Beauty: A Retelling of the Story of Beauty and the Beast,author_robin_mckinley,decade_1970s
2289,2290,6604712,Eating Animals,author_jonathan_safran_foer,decade_2000s
2290,2291,355917,"Flyte (Septimus Heap, #2)",author_angie_sage author_mark_zug,decade_2000s
2292,2293,10429092,"The Girl of Fire and Thorns (Fire and Thorns, #1)",author_rae_carson,decade_2010s
2293,2294,7137327,"Enclave (Razorland, #1)",author_ann_aguirre,decade_2010s
2294,2295,4806,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,author_dava_sobel author_neil_armstrong,decade_1990s
2295,2296,232145,"Unnatural Exposure (Kay Scarpetta, #8)",author_patricia_cornwell,decade_1990s
2296,2297,14706,Faust: First Part,author_johann_wolfgang_von_goethe author_peter_salm,decade_1800s
2297,2298,296662,Lies My Teacher Told Me,author_james_w_loewen,decade_1990s
2299,2300,3217221,"Locke & Key, Vol. 1: Welcome to Lovecraft",author_joe_hill author_gabriel_rodrguez,decade_2000s
2300,2301,6043849,"The Ask and the Answer (Chaos Walking, #2)",author_patrick_ness,decade_2000s
2301,2302,73062,Scarlett,author_alexandra_ripley,decade_1990s
2302,2303,30241,"Bloody Bones (Anita Blake, Vampire Hunter #5)",author_laurell_k_hamilton,decade_1990s
2303,2304,46165,This Side of Paradise,author_f_scott_fitzgerald,decade_1920s
2304,2305,11797365,Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West,author_blaine_harden,decade_2010s
2305,2306,30263,"Every Which Way But Dead (The Hollows, #3)",author_kim_harrison,decade_2000s
2306,2307,25852870,"Eligible: A Modern Retelling of Pride and Prejudice (The Austen Project, #4)",author_curtis_sittenfeld,decade_2010s
2308,2309,597790,The Children of Húrin,author_jrr_tolkien author_christopher_tolkien author_alan_lee,decade_2000s
2310,2311,61549,Mr. Popper's Penguins,author_richard_atwater author_florence_atwater author_robert_lawson,decade_1930s
2312,2313,19103097,"The Magician's Land (The Magicians, #3)",author_lev_grossman,decade_2010s
2313,2314,10979,Light in August,author_william_faulkner,decade_1930s
2314,2315,24335,The Trumpet of the Swan,author_eb_white author_fred_marcellino,decade_1970s
2315,2316,13641208,Tenth of December,author_george_saunders,decade_2010s
2316,2317,6944032,"Night Pleasures (Dark-Hunter, #1)",author_sherrilyn_kenyon,decade_2000s
2317,2318,998,The Millionaire Next Door: The Surprising Secrets of Americas Wealthy,author_thomas_j_stanley author_william_d_danko,decade_1990s
2318,2319,5267365,"Don't Judge a Girl by Her Cover (Gallagher Girls, #3)",author_ally_carter,decade_2000s
2319,2320,14318,"Chronicles, Vol. 1",author_bob_dylan,decade_2000s
2320,2321,26,The Lost Continent: Travels in Small Town America,author_bill_bryson,decade_1980s
2321,2322,9500416,Dreams of Joy (Shanghai Girls #2),author_lisa_see,decade_2010s
2322,2323,43326,Tell Me Your Dreams,author_sidney_sheldon,decade_1990s
2324,2325,18630,"The Player of Games (Culture, #2)",author_iain_m_banks,decade_1980s
2325,2326,24384,The Cricket in Times Square,author_george_selden author_garth_williams,decade_1960s
2326,2327,21343,The Five Dysfunctions of a Team: A Leadership Fable,author_patrick_lencioni,decade_2000s
2327,2328,23940,Junky,author_william_s_burroughs author_oliver__harris author_allen_ginsberg,decade_1950s
2328,2329,313605,Getting to Yes: Negotiating an Agreement Without Giving In,author_roger_fisher author_william_ury author_bruce_patton,decade_1980s
2329,2330,16136959,"Mile High (Up in the Air, #2)",author_rk_lilley,decade_2010s
2330,2331,25111004,November 9,author_colleen_hoover,decade_2010s
2331,2332,29639736,"Everything We Keep (Everything We Keep, #1)",author_kerry_lonsdale,decade_2010s
2332,2333,15724654,"The Mighty Storm (The Storm, #1)",author_samantha_towle,decade_2010s
2333,2334,11250317,The Song of Achilles,author_madeline_miller,decade_2010s
2334,2335,29405093,The Girl with the Lower Back Tattoo,author_amy_schumer,decade_2010s
2335,2336,99944,The Bhagavad Gita,author_krishnadwaipayana_vyasa author_simon_brodbeck author_juan_mascar,decade_0s
2336,2337,431,The New York Trilogy,author_paul_auster author_art_spiegelman,decade_1980s
2337,2338,89763,Esperanza Rising,author_pam_muoz_ryan,decade_2000s
2338,2339,5114,"Raise High the Roof Beam, Carpenters & Seymour: An Introduction",author_jd_salinger,decade_1950s
2340,2341,30244,"The Killing Dance (Anita Blake, Vampire Hunter, #6)",author_laurell_k_hamilton,decade_1990s
2341,2342,12321,Beyond Good and Evil,author_friedrich_nietzsche author_rj_hollingdale author_michael_tanner,decade_1880s
2342,2343,108077,The Watsons Go to Birmingham - 1963,author_christopher_paul_curtis,decade_1990s
2344,2345,10215349,"The Immortal Rules (Blood of Eden, #1)",author_julie_kagawa,decade_2010s
2345,2346,5632446,Columbine,author_dave_cullen,decade_2000s
2346,2347,31340,"Lasher (Lives of the Mayfair Witches, #2)",author_anne_rice,decade_1990s
2347,2348,22319275,Yellow Crocus,author_laila_ibrahim,decade_2010s
2348,2349,15814872,No Easy Day: The Firsthand Account of the Mission That Killed Osama Bin Laden,author_mark_owen author_kevin_maurer,decade_2010s
2349,2350,13056159,The Chaperone,author_laura_moriarty,decade_2010s
2350,2351,232123,"All That Remains (Kay Scarpetta, #3)",author_patricia_cornwell,decade_1990s
2351,2352,10596,The Regulators,author_richard_bachman author_stephen_king,decade_1990s
2352,2353,25101,Season of Mists (The Sandman #4),author_neil_gaiman author_matt_wagner author_george_pratt author_dick_giordano author_kelley_jones author_p_craig_russell author_mike_dringenberg author_malcolm_jones_iii author_todd_klein author_harlan_ellison,decade_1990s
2353,2354,13130,Judge & Jury,author_james_patterson author_andrew_gross,decade_2000s
2355,2356,13644052,"Origin (Lux, #4)",author_jennifer_l_armentrout,decade_2010s
2356,2357,13839,The Botany of Desire: A Plant's-Eye View of the World,author_michael_pollan,decade_2000s
2357,2358,7930335,"Beautiful Redemption (Caster Chronicles, #4)",author_kami_garcia author_margaret_stohl,decade_2010s
2358,2359,6746018,The Distant Hours,author_kate_morton,decade_2010s
2359,2360,23125266,I Let You Go,author_clare_mackintosh,decade_2010s
2362,2363,180066,Beautiful Boy: A Father's Journey Through His Son's Addiction,author_david_sheff,decade_2000s
2363,2364,12900174,"The Vincent Boys (The Vincent Boys, #1)",author_abbi_glines,decade_2010s
2364,2365,261240,The Cask of Amontillado,author_edgar_allan_poe,decade_1840s
2365,2366,1715,Metamorphoses,author_ovid author_david_raeburn author_denis_feeney,decade_0s
2366,2367,11206,In the Time of the Butterflies,author_julia_alvarez,decade_1990s
2367,2368,77398,Gap Creek,author_robert_morgan,decade_1990s
2368,2369,9680718,"Half-Blood (Covenant, #1)",author_jennifer_l_armentrout,decade_2010s
2369,2370,93263,The Legend of Sleepy Hollow (Graphic Novel),author_bo_hampton author_tracey_hampton author_washington_irving,decade_1990s
2370,2371,27126,"Bitter Is the New Black: Confessions of a Condescending, Egomaniacal, Self-Centered Smartass, Or, Why You Should Never Carry A Prada Bag to the Unemployment Office",author_jen_lancaster,decade_2000s
2372,2373,21718,"Blindsighted (Grant County, #1)",author_karin_slaughter,decade_2000s
2373,2374,292408,Angle of Repose,author_wallace_stegner,decade_1970s
2375,2376,99085,"Lord Brocktree (Redwall, #13)",author_brian_jacques,decade_2000s
2376,2377,13253276,"Through the Ever Night (Under the Never Sky, #2)",author_veronica_rossi,decade_2010s
2377,2378,712313,Barefoot,author_elin_hilderbrand,decade_2000s
2379,2380,72159,Cat on a Hot Tin Roof,author_tennessee_williams,decade_1950s
2380,2381,1829709,"The Final Warning (Maximum Ride, #4)",author_james_patterson,decade_2000s
2381,2382,45109,"Golden Fool (Tawny Man, #2)",author_robin_hobb,decade_2000s
2382,2383,204276,"Split Second (Sean King & Michelle Maxwell, #1)",author_david_baldacci,decade_2000s
2383,2384,9681098,"The Fifth Witness (Mickey Haller, #5; Harry Bosch Universe, #20)",author_michael_connelly,decade_2010s
2384,2385,91981,"The Dragonbone Chair (Memory, Sorrow, and Thorn, #1)",author_tad_williams,decade_1980s
2386,2387,71776,"At Home in Mitford (Mitford Years, #1)",author_jan_karon,decade_1990s
2388,2389,542414,"Scorpia (Alex Rider, #5)",author_anthony_horowitz,decade_2000s
2389,2390,18712886,"The Queen of the Tearling (The Queen of the Tearling, #1)",author_erika_johansen,decade_2010s
2390,2391,3552023,"One False Note (The 39 Clues, #2)",author_gordon_korman,decade_2000s
2391,2392,46777,"Tithe (Modern Faerie Tales, #1)",author_holly_black,decade_2000s
2392,2393,455930,"Echo Burning (Jack Reacher, #5)",author_lee_child,decade_2000s
2393,2394,1895792,"The Fury / Dark Reunion (The Vampire Diaries, #3-4)",author_lj_smith,decade_2000s
2394,2395,24378015,"Never Never (Never Never, #1)",author_colleen_hoover author_tarryn_fisher,decade_2010s
2395,2396,15818362,Into the Darkest Corner,author_elizabeth_haynes,decade_2010s
2397,2398,79378,"Roses are Red (Alex Cross, #6)",author_james_patterson,decade_2000s
2398,2399,43893,"Naked Empire (Sword of Truth, #8)",author_terry_goodkind,decade_2000s
2399,2400,92147,"Map of Bones (Sigma Force, #2)",author_james_rollins,decade_2000s
2400,2401,22571540,The Stranger,author_harlan_coben,decade_2010s
2401,2402,1537534,"Unbelievable (Pretty Little Liars, #4)",author_sara_shepard,decade_2000s
2402,2403,45195,A Passage to India,author_em_forster author_oliver_stallybrass author_pankaj_mishra,decade_1920s
2403,2404,19549841,"Seraphina (Seraphina, #1)",author_rachel_hartman,decade_2010s
2404,2405,26046,"Morrigan's Cross (Circle Trilogy, #1)",author_nora_roberts,decade_2000s
2405,2406,49824,"The Mammoth Hunters (Earth's Children, #3)",author_jean_m_auel,decade_1980s
2406,2407,2903736,"Princeps' Fury (Codex Alera, #5)",author_jim_butcher,decade_2000s
2408,2409,858513,Chrysanthemum,author_kevin_henkes,decade_1990s
2409,2410,11808950,"Sweet Evil (Sweet, #1)",author_wendy_higgins,decade_2010s
2410,2411,21484,"The Winds of War (The Henry Family, #1)",author_herman_wouk,decade_1970s
2411,2412,12341557,"The Wind Through the Keyhole (The Dark Tower, #4.5)",author_stephen_king author_jae_lee,decade_2010s
2412,2413,68527,"The Last Kingdom (The Saxon Stories, #1)",author_bernard_cornwell,decade_2000s
2414,2415,281235,"Bunnicula (Bunnicula, #1)",author_james_howe author_deborah_howe author_alan_daniel,decade_1970s
2415,2416,66678,"Exile (Forgotten Realms: The Dark Elf Trilogy, #2; Legend of Drizzt, #2)",author_ra_salvatore,decade_1990s
2416,2417,11947829,"Ascend (Trylle, #3)",author_amanda_hocking,decade_2010s
2417,2418,10822858,"The Keeper of Lost Causes (Department Q, #1)",author_jussi_adlerolsen author_lisa_hartford,decade_2000s
2418,2419,23876,Of Love and Other Demons,author_gabriel_garca_mrquez,decade_1990s
2419,2420,3992598,The Demigod Files (Percy Jackson and the Olympians),author_rick_riordan,decade_2000s
2420,2421,1297985,Musicophilia: Tales of Music and the Brain,author_oliver_sacks,decade_2000s
2421,2422,25526965,"End of Watch (Bill Hodges Trilogy, #3)",author_stephen_king,decade_2010s
2422,2423,3684856,Fool,author_christopher_moore,decade_2000s
2423,2424,69136,The Book of Lost Things,author_john_connolly,decade_2000s
2424,2425,49195,My Life,author_bill_clinton,decade_2000s
2425,2426,59952,300,author_frank_miller author_lynn_varley,decade_1990s
2426,2427,6697305,"Storm Warning (The 39 Clues, #9)",author_linda_sue_park,decade_2010s
2427,2428,6950688,"Only the Good Spy Young (Gallagher Girls, #4)",author_ally_carter,decade_2010s
2428,2429,455941,"Persuader (Jack Reacher, #7)",author_lee_child,decade_2000s
2429,2430,58077,"Grave Sight (Harper Connelly, #1)",author_charlaine_harris,decade_2000s
2431,2432,407234,"Blood Brothers (Sign of Seven, #1)",author_nora_roberts,decade_2000s
2432,2433,10912,Picture Perfect,author_jodi_picoult,decade_1990s
2433,2434,294963,"Rurouni Kenshin, Vol. 1: Meiji Swordsman Romantic Story (Rurouni Kenshin, #1)",author_nobuhiro_watsuki author_kenichiro_yagi,decade_1990s
2434,2435,9888775,Catching Jordan,author_miranda_kenneally,decade_2010s
2435,2436,18600,Touching the Void: The True Story of One Man's Miraculous Survival,author_joe_simpson,decade_1980s
2436,2437,15784909,"This Girl (Slammed, #3)",author_colleen_hoover,decade_2010s
2438,2439,2255,Way of the Peaceful Warrior: A Book That Changes Lives,author_dan_millman,decade_1980s
2439,2440,12781,The Satanic Verses,author_salman_rushdie,decade_1980s
2440,2441,6178648,Nothing to Envy: Ordinary Lives in North Korea,author_barbara_demick,decade_2000s
2442,2443,17158596,"Collide (Collide, #1)",author_gail_mchugh,decade_2010s
2443,2444,3860977,How We Decide,author_jonah_lehrer,decade_2000s
2444,2445,91661,"The Beekeeper's Apprentice (Mary Russell, #1)",author_laurie_r_king,decade_1990s
2445,2446,356321,The Story of Babar,author_jean_de_brunhoff author_merle_s_haas,decade_1930s
2446,2447,8458018,"The Warlock (The Secrets of the Immortal Nicholas Flamel, #5)",author_michael_scott,decade_2010s
2447,2448,6316821,"First Lord's Fury (Codex Alera, #6)",author_jim_butcher,decade_2000s
2448,2449,6834410,The Imperfectionists,author_tom_rachman,decade_2010s
2449,2450,16151178,The Sea of Tranquility,author_katja_millay,decade_2010s
2450,2451,9517,"Persepolis 2: The Story of a Return (Persepolis, #2)",author_marjane_satrapi author_anjali_singh,decade_2000s
2451,2452,64217,"Pyramids (Discworld, #7)",author_terry_pratchett,decade_1980s
2452,2453,149302,"Silverthorn (The Riftwar Saga, #3)",author_raymond_e_feist,decade_1980s
2453,2454,1314332,Before I Die,author_jenny_downham,decade_2000s
2454,2455,6728738,Committed: A Skeptic Makes Peace with Marriage,author_elizabeth_gilbert,decade_2000s
2455,2456,104378,Keeping the Moon,author_sarah_dessen,decade_1990s
2456,2457,18080920,"The Transfer (Divergent, #0.1)",author_veronica_roth,decade_2010s
2457,2458,43887,"Chainfire (Sword of Truth, #9)",author_terry_goodkind,decade_2000s
2458,2459,129650,Mastering the Art of French Cooking,author_julia_child author_simone_beck author_louisette_bertholle,decade_1960s
2459,2460,9876989,"Blue Exorcist, Vol. 1  (Blue Exorcist, #1)",author_kazue_kato author_john_werry,decade_2000s
2460,2461,604803,"Confessor (Sword of Truth, #11)",author_terry_goodkind,decade_2000s
2461,2462,88815,The Reluctant Fundamentalist,author_mohsin_hamid,decade_2000s
2462,2463,12432220,The False Prince (The Ascendance Trilogy #1),author_jennifer_a_nielsen,decade_2010s
2463,2464,85386,"Rabbit, Run (Rabbit Angstrom #1)",author_john_updike,decade_1960s
2464,2465,56627,Stumbling on Happiness,author_daniel_todd_gilbert,decade_2000s
2465,2466,400412,The Waste Land and Other Poems,author_ts_eliot,decade_1920s
2466,2467,201146,Little Bear,author_else_holmelund_minarik author_maurice_sendak,decade_1950s
2467,2468,206172,The Pit and the Pendulum,author_edgar_allan_poe,decade_1840s
2468,2469,34529,"Lords and Ladies (Discworld, #14; Witches #4)",author_terry_pratchett,decade_1990s
2469,2470,62530,"Thud! (Discworld, #34; City Watch #7)",author_terry_pratchett,decade_2000s
2470,2471,28876,"His Majesty's Dragon (Temeraire, #1)",author_naomi_novik,decade_2000s
2471,2472,444304,"The Field Guide (The Spiderwick Chronicles, #1)",author_holly_black author_tony_diterlizzi,decade_2000s
2472,2473,7497897,Radical: Taking Back Your Faith from the American Dream,author_david_platt,decade_2010s
2474,2475,41667,"My Side of the Mountain (Mountain, #1)",author_jean_craighead_george,decade_1950s
2475,2476,3392089,"The Winter Sea (Slains, #1)",author_susanna_kearsley author_rosalyn_landor,decade_2000s
2476,2477,5861926,"The Sword Thief (The 39 Clues, #3)",author_peter_lerangis,decade_2000s
2477,2478,85437,Coma,author_robin_cook,decade_1970s
2478,2479,46945,Requiem for a Dream,author_hubert_selby_jr author_darren_aronofsky author_richard_price,decade_1970s
2479,2480,111332,"Into the Wild (Warriors, #1)",author_erin_hunter,decade_2000s
2482,2483,16033902,"Rush (Breathless, #1)",author_maya_banks,decade_2010s
2483,2484,3052106,The Picture of Dorian Gray: A Graphic Novel,author_ian_edginton author_oscar_wilde author_inj_culbard,decade_2000s
2484,2485,11557,Swan Song,author_robert_mccammon,decade_1980s
2485,2486,22522805,The Buried Giant,author_kazuo_ishiguro,decade_2010s
2486,2487,68494,"Perdido Street Station (Bas-Lag, #1)",author_china_miville,decade_2000s
2487,2488,4070493,"Need (Need, #1)",author_carrie_jones,decade_2000s
2488,2489,2442,"Witches Abroad (Discworld, #12; Witches #3)",author_terry_pratchett,decade_1990s
2489,2490,721012,The Legend of Sleepy Hollow and Other Stories,author_geoffrey_crayon author_washington_irving author_william_l_hedges,decade_1810s
2490,2491,117,Heretics of Dune (Dune Chronicles #5),author_frank_herbert,decade_1980s
2492,2493,346087,"Captain's Fury (Codex Alera, #4)",author_jim_butcher,decade_2000s
2493,2494,9912994,"Damned (Damned, #1)",author_chuck_palahniuk,decade_2010s
2495,2496,8584686,Swamplandia!,author_karen_russell,decade_2010s
2496,2497,49353,"The Last Coyote (Harry Bosch, #4; Harry Bosch Universe, #4)",author_michael_connelly,decade_1990s
2497,2498,2715,Salt: A World History,author_mark_kurlansky,decade_2000s
2498,2499,31173,Villette,author_charlotte_bront author_as_byatt author__ author_ignes_sodre,decade_1850s
2499,2500,10552338,Reamde,author_neal_stephenson,decade_2010s
2500,2501,34502,"Soul Music (Discworld, #16; Death, #3)",author_terry_pratchett,decade_1990s
2501,2502,14740588,"Notorious Nineteen (Stephanie Plum, #19)",author_janet_evanovich,decade_2010s
2502,2503,6117055,The Greatest Show on Earth: The Evidence for Evolution,author_richard_dawkins,decade_2000s
2503,2504,392297,"Sin City, Vol. 1: The Hard Goodbye (Sin City, #1)",author_frank_miller,decade_1990s
2504,2505,356896,The Greatest Salesman in the World,author_og_mandino,decade_1960s
2505,2506,3758,"Casino Royale (James Bond, #1)",author_ian_fleming,decade_1950s
2506,2507,83144,"The Bronze Horseman (The Bronze Horseman, #1)",author_paullina_simons,decade_2000s
2507,2508,11346,Sula,author_toni_morrison,decade_1970s
2508,2509,17999892,"The Atlantis Gene (The Origin Mystery, #1)",author_ag_riddle,decade_2010s
2509,2510,7148256,"The Red Queen (The Plantagenet and Tudor Novels, #3)",author_philippa_gregory,decade_2010s
2510,2511,6642402,"Something About You (FBI/US Attorney, #1)",author_julie_james,decade_2010s
2511,2512,105552,Mr. Brown Can Moo! Can You?,author_dr_seuss,decade_1970s
2512,2513,10607,"Black House (The Talisman, #2)",author_stephen_king author_peter_straub,decade_2000s
2513,2514,15719,Marvel 1602,author_neil_gaiman author_andy_kubert author_richard_isanove author_peter_sanderson,decade_2000s
2514,2515,26722,"Act of Treason (Mitch Rapp, #9)",author_vince_flynn,decade_2000s
2516,2517,19494,The Spy Who Came In from the Cold,author_john_le_carr,decade_1960s
2517,2518,133664,"Academ's Fury (Codex Alera, #2)",author_jim_butcher,decade_2000s
2518,2519,13162,"When the Wind Blows (When the Wind Blows, #1)",author_james_patterson,decade_1990s
2520,2521,4004,The Pilgrimage,author_paulo_coelho author_alan_r_clarke,decade_1980s
2521,2522,383028,"The Hard Way (Jack Reacher, #10)",author_lee_child,decade_2000s
2522,2523,231821,The Incredible Journey,author_sheila_burnford,decade_1960s
2523,2524,13529,March,author_geraldine_brooks,decade_2000s
2524,2525,13359067,"A Wanted Man (Jack Reacher, #17)",author_lee_child author_dick_hill,decade_2010s
2525,2526,22369,"All-Star Superman, Vol. 1",author_grant_morrison author_frank_quitely,decade_2000s
2526,2527,12177850,"A Song of Ice and Fire (A Song of Ice and Fire, #1-5)",author_george_rr_martin,decade_2000s
2527,2528,16158558,"Dark Witch (The Cousins O'Dwyer Trilogy, #1)",author_nora_roberts,decade_2010s
2528,2529,7198988,"Dark Flame (The Immortals, #4)",author_alyson_noel,decade_2010s
2529,2530,25734248,The Widow,author_fiona_barton,decade_2010s
2530,2531,6255144,"The Black Circle (The 39 Clues, #5)",author_patrick_carman,decade_2000s
2532,2533,16069030,"The Winner's Curse (The Winner's Trilogy, #1)",author_marie_rutkoski,decade_2010s
2533,2534,71332,Push,author_sapphire,decade_1990s
2534,2535,17465515,The Story of a New Name (The Neapolitan Novels #2),author_elena_ferrante author_ann_goldstein,decade_2010s
2535,2536,70539,"2010: Odyssey Two (Space Odyssey, #2)",author_arthur_c_clarke,decade_1980s
2536,2537,6406018,"Soul Eater, Vol. 01 (Soul Eater, #1)",author_atsushi_ohkubo,decade_2000s
2537,2538,15803059,Ordinary Grace,author_william_kent_krueger,decade_2010s
2538,2539,14839,Last Man Standing,author_david_baldacci,decade_2000s
2539,2540,118944,American Born Chinese,author_gene_luen_yang,decade_2000s
2540,2541,1335184,Peter Pan (A Little Golden Book),author_eugene_bradley_coco author_ron_dias author_walt_disney_company,decade_1960s
2541,2542,15990969,"Ten Tiny Breaths (Ten Tiny Breaths, #1)",author_ka_tucker,decade_2010s
2542,2543,7141642,The Thousand Autumns of Jacob de Zoet,author_david_mitchell,decade_2010s
2543,2544,18525,Dr. Faustus,author_christopher_marlowe,decade_1600s
2544,2545,84145,Dance with the Devil (Dark-Hunter #3),author_sherrilyn_kenyon,decade_2000s
2545,2546,6614,Lipstick Jungle,author_candace_bushnell,decade_2000s
2546,2547,79379,"Violets Are Blue (Alex Cross, #7)",author_james_patterson,decade_2000s
2547,2548,180116,"Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial Destiny!",author_anthony_robbins author_tony_robbins author_frederick_l_covan,decade_1990s
2548,2549,30246,"Blue Moon (Anita Blake, Vampire Hunter, #8)",author_laurell_k_hamilton,decade_1990s
2549,2550,30242,"Burnt Offerings (Anita Blake, Vampire Hunter, #7)",author_laurell_k_hamilton,decade_1990s
2550,2551,19286669,"The Silent Sister (Riley MacPherson, #1)",author_diane_chamberlain,decade_2010s
2551,2552,9597,Player Piano,author_kurt_vonnegut_jr,decade_1950s
2553,2554,34511,"Monstrous Regiment (Discworld, #31; Industrial Revolution, #3)",author_terry_pratchett,decade_2000s
2554,2555,60931,Kindred,author_octavia_e_butler,decade_1970s
2556,2557,525488,"Boundaries: When to Say Yes, How to Say No to Take Control of Your Life",author_henry_cloud author_john_townsend,decade_1990s
2557,2558,17378508,"Blue Lily, Lily Blue (The Raven Cycle, #3)",author_maggie_stiefvater,decade_2010s
2559,2560,815716,The 21 Irrefutable Laws of Leadership: Follow Them and People Will Follow You,author_john_c_maxwell author_zig_ziglar,decade_1990s
2560,2561,51019,Cat's Eye,author_margaret_atwood,decade_1980s
2561,2562,15783307,"The Perfect Game (The Perfect Game, #1)",author_j_sterling,decade_2010s
2562,2563,7540092,"Monsters of Men (Chaos Walking, #3)",author_patrick_ness,decade_2010s
2563,2564,8647,"Shadow of the Giant (Ender's Shadow, #4)",author_orson_scott_card,decade_2000s
2564,2565,10128428,Wonderstruck,author_brian_selznick,decade_2010s
2565,2566,748862,Simple Abundance:  A Daybook of Comfort and Joy,author_sarah_ban_breathnach,decade_1990s
2566,2567,9917938,"Blood Red Road (Dust Lands, #1)",author_moira_young,decade_2010s
2567,2568,13131,"The 6th Target (Women's Murder Club, #6)",author_james_patterson author_maxine_paetro,decade_2000s
2568,2569,40395,"A Princess of Mars (Barsoom, #1)",author_edgar_rice_burroughs author_john_seelye,decade_1910s
2569,2570,17262203,"MaddAddam (MaddAddam, #3)",author_margaret_atwood,decade_2010s
2570,2571,77770,"These Happy Golden Years (Little House, #8)",author_laura_ingalls_wilder author_garth_williams,decade_1940s
2571,2572,19596,Color: A Natural History of the Palette,author_victoria_finlay,decade_2000s
2572,2573,5357,Skipping Christmas,author_john_grisham,decade_2000s
2573,2574,24244,"The Black Ice (Harry Bosch, #2; Harry Bosch Universe, #2)",author_michael_connelly,decade_1990s
2574,2575,12022079,Home Front,author_kristin_hannah,decade_2010s
2575,2576,16117506,"Beautiful Stranger (Beautiful Bastard, #2)",author_christina_lauren,decade_2010s
2576,2577,127459,"The Sweet Far Thing (Gemma Doyle, #3)",author_libba_bray,decade_2000s
2577,2578,5197,A Lesson Before Dying,author_ernest_j_gaines,decade_1990s
2578,2579,178357,SantaLand Diaries,author_david_sedaris,decade_1990s
2579,2580,24820165,See Me,author_nicholas_sparks,decade_2010s
2580,2581,7415016,"Mini Shopaholic (Shopaholic, #6)",author_sophie_kinsella,decade_2010s
2581,2582,857448,Harry the Dirty Dog,author_gene_zion author_margaret_bloy_graham,decade_1950s
2582,2583,18144115,All Fall Down,author_jennifer_weiner,decade_2010s
2583,2584,393199,Down and Out in Paris and London,author_george_orwell,decade_1930s
2584,2585,6081685,"Maid-sama! Vol. 01 (Maid-sama!, #1)",author_hiro_fujiwara,decade_2000s
2585,2586,381102,Griffin and Sabine (Griffin & Sabine #1),author_nick_bantock,decade_1990s
2586,2587,14061957,"Ruin and Rising (Shadow and Bone, #3)",author_leigh_bardugo,decade_2010s
2588,2589,421549,Certain Girls (Cannie Shapiro #2),author_jennifer_weiner,decade_2000s
2590,2591,743599,"Beyond the Highland Mist (Highlander, #1)",author_karen_marie_moning,decade_1990s
2591,2592,15654,The Stranger Beside Me: Ted Bundy The Shocking Inside Story,author_ann_rule,decade_1980s
2592,2593,3054684,"Stargazer (Evernight, #2)",author_claudia_gray,decade_2000s
2593,2594,7668,Rising Sun,author_michael_crichton,decade_1990s
2594,2595,136167,The Other Side of Midnight (Midnight #1),author_sidney_sheldon,decade_1970s
2595,2596,7936809,"The Reversal (Harry Bosch, #16; Mickey Haller, #4; Harry Bosch Universe, #19)",author_michael_connelly,decade_2010s
2596,2597,10065,Wayside School Is Falling Down (Wayside School #2),author_louis_sachar author_joel_schick,decade_1980s
2597,2598,7274337,The Invisible Bridge,author_julie_orringer author_arthur_morey,decade_2010s
2598,2599,15861491,"The Fall of Five (Lorien Legacies, #4)",author_pittacus_lore,decade_2010s
2599,2600,56759,The Mayor of Casterbridge,author_thomas_hardy author_keith_wilson,decade_1880s
2601,2602,498389,"The Devil's Star (Harry Hole, #5)",author_jo_nesb,decade_2000s
2602,2603,5159,Here on Earth,author_alice_hoffman,decade_1990s
2604,2605,190361,"Obsidian Butterfly (Anita Blake, Vampire Hunter, #9)",author_laurell_k_hamilton,decade_2000s
2605,2606,9268487,"The Daylight War (Demon Cycle, #3)",author_peter_v_brett,decade_2010s
2606,2607,1248179,The Appeal,author_john_grisham,decade_2000s
2607,2608,13830,"The Woman Who Rides Like a Man (Song of the Lioness, #3)",author_tamora_pierce,decade_1980s
2608,2609,8680417,"Midnight Riot (Peter Grant, #1)",author_ben_aaronovitch,decade_2010s
2609,2610,9303,Lucy Sullivan Is Getting Married,author_marian_keyes,decade_1990s
2610,2611,34501,"A Hat Full of Sky (Discworld, #32; Tiffany Aching, #2)",author_terry_pratchett,decade_2000s
2611,2612,50365,"A Suitable Boy (A Suitable Boy, #1)",author_vikram_seth,decade_1990s
2612,2613,22738563,We Should All Be Feminists,author_chimamanda_ngozi_adichie,decade_2010s
2613,2614,8087906,"River Marked (Mercy Thompson, #6)",author_patricia_briggs,decade_2010s
2614,2615,4135,I Like You: Hospitality Under the Influence,author_amy_sedaris,decade_2000s
2615,2616,22320,"Pattern Recognition (Blue Ant, #1)",author_william_gibson,decade_2000s
