,id,book_id,title,authors,decade_year,tag_name,tag_length
1715,1808,18966806,"Morning Star (Red Rising, #3)",author_pierce_brown,decade_2010s,"sci, science_fiction, fantasy, dystopian, fiction, young_adult, series, scifi, buy, dystopia",92
1716,1809,201341,"Mossflower (Redwall, #2)",author_brian_jacques,decade_1980s,"fantasy, fiction, young_adult, redwall, childrens, childhood, animal, adventure, child, series",94
1717,1810,23848559,Furiously Happy: A Funny Book About Horrible Things,author_jenny__lawson,decade_2010s,"humor, memoir, nonfiction, non_fiction, biography, memoir, audio, funny, mental_illness, humour",95
1718,1811,6420,"Visions of Sugar Plums (Stephanie Plum, #8.5)",author_janet_evanovich,decade_2000s,"mystery, janet_evanovich, fiction, humor, series, stephanie_plum, chick_lit, romance, christmas, evanovich",106
1719,1812,13810,"Magician: Master (The Riftwar Saga, #2)",author_raymond_e_feist,decade_1980s,"fantasy, fiction, epic_fantasy, high_fantasy, sci_fantasy, magic, raymond_feist, series, fantasy_sci, feist",107
1720,1813,15505346,"On the Island (On the Island, #1)",author_tracey_garvisgraves,decade_2010s,"romance, contemporary_romance, new_adult, chick_lit, adult, contemporary, fiction, star, adventure, series",106
1721,1814,8492768,Left Neglected,author_lisa_genova,decade_2010s,"contemporary, contemporary_fiction, fiction, medical, adult_fiction, brain_injury, adult, chick_lit, audio, lisa_genova",119
1722,1815,5509,Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family,author_miep_gies author_alison_leslie_gold,decade_1980s,"memoir, classic, non_fiction, wwii, historical, history, nonfiction, young_adult, biography, holocaust",102
1723,1816,13055592,Redshirts,author_john_scalzi,decade_2010s,"science_fiction, fiction, scifi, sci_fantasy, comedy, fantasy, humour, audible, time_travel, audio",98
1724,1818,2168860,"One Foot in the Grave (Night Huntress, #2)",author_jeaniene_frost,decade_2000s,"vampire, paranormal, urban_fantasy, romance, vampire, series, jeaniene_frost, adult, night_huntress, pnr",104
1725,1819,1282954,The Last Anniversary,author_liane_moriarty,decade_2000s,"fiction, chick_lit, mystery, contemporary, audio, liane_moriarty, romance, australia, contemporary_fiction, audible",115
1726,1820,5047880,"Hunger (Gone, #2)",author_michael__grant,decade_2000s,"young_adult, dystopian, dystopia, science_fiction, sci, fantasy, series, fiction, gone, paranormal",98
1727,1821,2292384,"Fearless Fourteen (Stephanie Plum, #14)",author_janet_evanovich,decade_2000s,"mystery, janet_evanovich, fiction, humor, series, chick_lit, stephanie_plum, romance, mystery, evanovich",104
1728,1822,12615008,"Revolution 2020: Love, Corruption, Ambition",author_chetan_bhagat,decade_2010s,"fiction, chetan_bhagat, indian_author, indian, romance, indian_fiction, indian_author, india, novel, revolution",111
1729,1823,160629,"A Bear Called Paddington (Paddington, #1)",author_michael_bond author_peggy_fortnum,decade_1950s,"childrens, child, classic, child, fiction, kid, childhood, classic, fantasy, animal",83
1730,1824,162089,"Flawless (Pretty Little Liars, #2)",author_sara_shepard,decade_2000s,"young_adult, pretty_little_liar, mystery, series, contemporary, fiction, chick_lit, pll, romance, teen",102
1731,1825,91253,"Ramona Quimby, Age 8 (Ramona, #6)",author_beverly_cleary,decade_1980s,"childhood, realistic_fiction, middle_grade, series, childrens, juvenile, child_literature, child_lit, humor, fiction",116
1732,1827,65118,"The Hostile Hospital (A Series of Unfortunate Events, #8)",author_lemony_snicket author_brett_helquist,decade_2000s,"fiction, young_adult, childrens, series, fantasy, mystery, child, childhood, child, lemony_snicket",98
1733,1828,330744,"InuYasha: Turning Back Time (InuYasha, #1)",author_rumiko_takahashi,decade_1990s,"manga, fantasy, manga, graphic_novel, comic, romance, inuyasha, adventure, mangas, anime",88
1734,1829,226162,The Omen,author_david_seltzer,decade_1970s,"horror, fiction, paranormal, classic, thriller, buy, mystery, fantasy, supernatural, wish_list",94
1735,1830,6134826,"Blue Moon (The Immortals, #2)",author_alyson_noel,decade_2000s,"young_adult, fantasy, paranormal, romance, series, the_immortal, immortal, alyson_noel, supernatural, paranormal_romance",120
1736,1831,12849385,"The Innocent (Will Robie, #1)",author_david_baldacci,decade_2010s,"david_baldacci, baldacci, suspense, crime, mystery_thriller, action, baldacci_david, thriller, thriller, fiction",112
1737,1832,2161733,"Child 44 (Leo Demidov, #1)",author_tom_rob_smith,decade_2000s,"fiction, mystery, russia, historical_fiction, historical, series, thriller, mystery_thriller, suspense, audio",109
1738,1833,348225,"These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901, Arizona Territories (Sarah Agnes Prine, #1)",author_nancy_e_turner,decade_1990s,"historical_fiction, historical, romance, fiction, western, adult_fiction, series, history, adult, buy",101
1739,1834,23751850,The Hypnotist's Love Story,author_liane_moriarty,decade_2010s,"fiction, chick_lit, romance, contemporary, contemporary_fiction, adult, australia, liane_moriarty, adult_fiction, audio",119
1740,1835,4008,"The Devil and Miss Prym (On the Seventh Day, #3)",author_paulo_coelho author_amanda_hopkinson author_nick_caistor,decade_2000s,"paulo_coelho, philosophy, novel, novel, contemporary, spirituality, spiritual, fantasy, literature, coelho",106
1741,1836,18419,The Kissing Hand,author_audrey_penn author_ruth_e_harper author_nancy_m_leak,decade_1990s,"childrens, child, child, animal, family, school, fiction, love, first_day_school, kid",85
1742,1837,17306293,"Shift (Silo, #2)",author_hugh_howey,decade_2010s,"science_fiction, sci, fiction, dystopian, dystopia, post_apocalyptic, scifi, series, fantasy, sci_fantasy",105
1743,1838,8357992,"Worth Dying For (Jack Reacher, #15)",author_lee_child,decade_2010s,"lee_child, jack_reacher, thriller, fiction, mystery, audio, reacher, action, suspense, crime",92
1744,1839,454856,Look Me in the Eye: My Life with Asperger's,author_john_elder_robison,decade_2000s,"non_fiction, memoir, nonfiction, memoir, biography, psychology, autism, biography_memoir, autobiography, aspergers",114
1745,1840,84136,Fantasy Lover (Dark-Hunterverse #1),author_sherrilyn_kenyon,decade_2000s,"paranormal_romance, romance, paranormal, fantasy, dark_hunter, urban_fantasy, series, adult, mythology, vampire",111
1746,1841,2029177,Sundays at Tiffany's,author_james_patterson author_gabrielle_charbonnet,decade_2000s,"romance, james_patterson, fiction, chick_lit, fantasy, contemporary, adult, patterson, adult_fiction, patterson_james",117
1747,1842,111180,Perfect Match,author_jodi_picoult,decade_2000s,"contemporary, fiction, chick_lit, jodi_picoult, drama, adult_fiction, picoult, adult, contemporary_fiction, mystery",115
1748,1843,9844,Prep,author_curtis_sittenfeld,decade_2000s,"fiction, young_adult, chick_lit, contemporary, coming_age, boarding_school, contemporary_fiction, adult_fiction, adult, realistic_fiction",137
1749,1844,96647,Scar Tissue,author_anthony_kiedis author_larry_sloman,decade_2000s,"non_fiction, music, biography, biography, memoir, autobiography, nonfiction, memoir, bio, biography_memoir",106
1750,1846,17876893,"Captivated by You (Crossfire, #4)",author_sylvia_day,decade_2010s,"romance, erotica, series, sylvia_day, contemporary_romance, contemporary, adult, erotic_romance, alpha_male, bdsm",113
1751,1847,29946,Illusions: The Adventures of a Reluctant Messiah,author_richard_bach,decade_1970s,"fiction, philosophy, spirituality, spiritual, classic, inspirational, literature, novel, self_help, religion",108
1752,1848,6381205,"Soulless (Parasol Protectorate, #1)",author_gail_carriger,decade_2000s,"steampunk, fantasy, romance, paranormal, vampire, urban_fantasy, fiction, historical_fiction, series, werewolf",110
1753,1849,17623975,"Just One Day (Just One Day, #1)",author_gayle_forman,decade_2010s,"young_adult, romance, contemporary, series, new_adult, fiction, realistic_fiction, buy, travel, chick_lit",105
1754,1850,1661957,"Wake (Wake, #1)",author_lisa_mcmann,decade_2000s,"young_adult, series, romance, fiction, supernatural, mystery, teen, urban_fantasy, fantasy, buy",95
1755,1851,7170627,The Emperor of All Maladies: A Biography of Cancer,author_siddhartha_mukherjee,decade_2010s,"non_fiction, science, nonfiction, history, medicine, medical, health, biography, pulitzer, biology",98
1756,1852,270804,"Glass (Crank, #2)",author_ellen_hopkins,decade_2000s,"young_adult, poetry, ellen_hopkins, series, fiction, contemporary, realistic_fiction, teen, drug, addiction",107
1757,1853,760,Memories of My Melancholy Whores,author_gabriel_garca_mrquez author_edith_grossman,decade_2000s,"fiction, literature, classic, romance, magical_realism, novel, latin_america, novel, latin_american, spanish",108
1758,1854,10872085,"Only Time Will Tell (The Clifton Chronicles, #1)",author_jeffrey_archer,decade_2010s,"fiction, historical_fiction, audio, jeffrey_archer, series, audible, historical, drama, mystery, family_saga",108
1759,1855,773038,The Seven Spiritual Laws of Success: A Practical Guide to the Fulfillment of Your Dreams,author_deepak_chopra,decade_2010s,"spirituality, self_help, spiritual, non_fiction, philosophy, self_improvement, nonfiction, inspirational, personal_development, psychology",138
1760,1856,79790,Magical Thinking: True Stories,author_augusten_burroughs,decade_2000s,"memoir, non_fiction, memoir, humor, nonfiction, short_story, biography, essay, funny, autobiography",99
1761,1857,13835,"In the Hand of the Goddess (Song of the Lioness, #2)",author_tamora_pierce,decade_1980s,"fantasy, young_adult, fiction, tamora_pierce, magic, series, adventure, fantasy, romance, high_fantasy",102
1762,1860,8835379,"Ruby Red (Precious Stone Trilogy, #1)",author_kerstin_gier author_anthea_bell,decade_2000s,"fantasy, young_adult, time_travel, romance, historical_fiction, series, science_fiction, paranormal, fiction, sci",113
1763,1861,6581511,"Shadowland (The Immortals, #3)",author_alyson_noel,decade_2000s,"young_adult, fantasy, paranormal, romance, series, the_immortal, paranormal_romance, supernatural, fiction, urban_fantasy",121
1764,1862,216443,Heir to the Empire (Star Wars: The Thrawn Trilogy #1),author_timothy_zahn,decade_1990s,"star_war, science_fiction, sci, fiction, fantasy, scifi, space_opera, sci_fantasy, starwars, star_war_legend",108
1765,1863,13837,"Lioness Rampant (Song of the Lioness, #4)",author_tamora_pierce,decade_1980s,"fantasy, young_adult, fiction, magic, series, adventure, fantasy, romance, high_fantasy, teen",93
1766,1864,259538,"Outbreak (Dr. Marissa Blumenthal, #1)",author_robin_cook,decade_1980s,"fiction, robin_cook, mystery, medical, medical_thriller, science_fiction, horror, suspense, mystery_thriller, thriller",118
1767,1865,129603,You Can Heal Your Life,author_louise_l_hay,decade_1980s,"self_help, non_fiction, spirituality, spiritual, health, psychology, nonfiction, personal_development, self_improvement, healing",128
1768,1867,9496240,"The Hangman's Daughter (The Hangman's Daughter, #1)",author_oliver_ptzsch author_lee_chadeayne,decade_2000s,"historical_fiction, mystery, fiction, historical, series, germany, unlimited, thriller, century, audible",104
1769,1868,14064,I Am Legend,author_richard_matheson,decade_1950s,"horror, science_fiction, sci, fiction, classic, vampire, post_apocalyptic, fantasy, dystopia, dystopian",103
1770,1869,150739,"Dealing with Dragons (Enchanted Forest Chronicles, #1)",author_patricia_c_wrede author_peter_de_sve,decade_1990s,"fantasy, young_adult, dragon, fiction, childrens, series, middle_grade, magic, adventure, humor",95
1771,1870,455925,"Running Blind (Jack Reacher, #4)",author_lee_child,decade_2000s,"thriller, lee_child, fiction, jack_reacher, mystery, reacher, suspense, action, mystery_thriller, crime",103
1772,1871,37301,"Rules of Prey (Lucas Davenport, #1)",author_john_sandford,decade_1980s,"mystery, fiction, thriller, john_sandford, crime, series, mystery_thriller, lucas_davenport, suspense, mystery",110
1773,1872,84847,"Ashes to Ashes (Kovac and Liska, #1)",author_tami_hoag,decade_1990s,"mystery, tami_hoag, thriller, suspense, fiction, crime, series, mystery_thriller, mystery_suspense, hoag_tami",109
1774,1873,16703,The Yiddish Policemen's Union,author_michael_chabon,decade_2000s,"fiction, adult, buy, mystery, dystopia, chess, american_fiction, recommended, could_not_finish, hugo_award",106
1775,1874,13642950,The Aviator's Wife,author_melanie_benjamin,decade_2010s,"historical_fiction, audio, adult_fiction, fiction, adult, abandoned, wish_list, did_not_finish, nook, audible",109
1776,1875,474858,A Bad Case of Stripes,author_david_shannon,decade_1990s,"childrens, child, child, kid, fantasy, fiction, childhood, child_literature, child_lit, humor",93
1777,1876,10428708,"The Affair (Jack Reacher, #16)",author_lee_child,decade_2010s,"lee_child, thriller, mystery, fiction, jack_reacher, crime, reacher, series, suspense, action",93
1778,1877,33514,The Elements of Style,author_william_strunk_jr author_eb_white,decade_1910s,"nonfiction, writing, writing, language, classic, non_fiction, english, grammar, education, school",97
1779,1878,12948,The Turn of the Screw,author_henry_james,decade_1890s,"horror, fiction, gothic, classic, mystery, literature, century, ghost, novel, school",84
1780,1879,6066819,Best Friends Forever,author_jennifer_weiner,decade_2000s,"chick_lit, fiction, jennifer_weiner, chicklit, friendship, adult_fiction, chic_lit, adult, contemporary, woman_fiction",118
1781,1880,50027,"Homeland (Forgotten Realms: The Dark Elf Trilogy, #1; Legend of Drizzt, #1)",author_ra_salvatore,decade_1990s,"fantasy, forgotten_realm, fiction, drizzt, high_fantasy, epic_fantasy, salvatore, sci_fantasy, adventure, magic",111
1782,1881,100365,The Mote in God's Eye,author_larry_niven author_jerry_pournelle,decade_1970s,"science_fiction, sci, fiction, scifi, sci_fantasy, space_opera, audible, alien, scifi_fantasy, fantasy",102
1783,1882,9572203,"The Snowman (Harry Hole, #7)",author_jo_nesb author_don_bartlett,decade_2000s,"mystery, crime, fiction, thriller, scandinavian, series, nesbo, mystery, crime_fiction, mystery_thriller",104
1784,1883,166997,Stoner,author_john__williams author_john_mcgahern,decade_1960s,"classic, literature, american, novel, nyrb, historical_fiction, literary_fiction, classic, novel, usa",101
1785,1884,24937,Wicked: The Grimmerie,author_david_cote author_stephen_schwartz author_joan_marcus author_winnie_holzman,decade_2000s,"fantasy, non_fiction, fiction, play, musical, nonfiction, theatre, witch, fairy_tale, wicked",92
1786,1885,42607,As You Like It,author_william_shakespeare,decade_1590s,"classic, play, shakespeare, drama, fiction, classic, play, theatre, literature, romance",87
1787,1886,95431,"Preacher, Volume 1: Gone to Texas",author_garth_ennis author_steve_dillon author_joe_r_lansdale,decade_1990s,"comic, graphic_novel, graphic_novel, fantasy, fiction, horror, comic_graphic_novel, comic, graphic_novel_comic, vertigo",119
1788,1887,15638,Cyrano de Bergerac,author_edmond_rostand author_eteel_lawson author_lowell_bair,decade_1890s,"classic, play, fiction, drama, classic, french, romance, play, theatre, school",78
1789,1888,12609,"The Spirit Catches You and You Fall Down: A Hmong Child, Her American Doctors, and the Collision of Two Cultures",author_anne_fadiman,decade_1990s,"non_fiction, nonfiction, medicine, anthropology, medical, science, biography, health, history, memoir",101
1790,1889,3128411,"Bone Crossed (Mercy Thompson, #4)",author_patricia_briggs,decade_2000s,"urban_fantasy, fantasy, paranormal, vampire, werewolf, romance, patricia_briggs, paranormal_romance, series, shifter",116
1791,1890,8709526,"The Indigo Spell (Bloodlines, #3)",author_richelle_mead,decade_2010s,"young_adult, vampire, fantasy, paranormal, romance, vampire, series, magic, richelle_mead, urban_fantasy",104
1792,1891,6050298,"Dreamfever (Fever, #4)",author_karen_marie_moning,decade_2000s,"fantasy, paranormal, romance, urban_fantasy, paranormal_romance, fae, series, adult, karen_marie_moning, magic",110
1793,1892,16243,Case Histories (Jackson Brodie #1),author_kate_atkinson,decade_2000s,"mystery, fiction, crime, mystery, series, mystery_thriller, british, thriller, detective, england",97
1794,1893,15799166,"Release Me (Stark Trilogy, #1)",author_j_kenner,decade_2010s,"romance, erotica, bdsm, series, contemporary_romance, contemporary, erotic_romance, adult, erotic, kenner",105
1795,1894,17910611,Wedding Night,author_sophie_kinsella,decade_2010s,"chick_lit, romance, fiction, contemporary, sophie_kinsella, chicklit, humor, adult, chic_lit, contemporary_romance",114
1796,1895,25099,The Doll's House (The Sandman #2),author_neil_gaiman author_steve_parkhouse author_chris_bachalo author_michael_zulli author_mike_dringenberg author_malcolm_jones_iii author_todd_klein author_clive_barker,decade_1990s,"graphic_novel, comic, fantasy, graphic_novel, fiction, horror, comic_graphic_novel, neil_gaiman, comic, graphic",111
1797,1896,1000751,"Pollyanna (Pollyanna, #1)",author_eleanor_h_porter,decade_1910s,"classic, childrens, fiction, child, classic, child, young_adult, childhood, historical_fiction, kid",99
1798,1897,2743,The Lost Boy (Dave Pelzer #2),author_dave_pelzer,decade_1990s,"non_fiction, biography, memoir, nonfiction, autobiography, memoir, psychology, abuse, dave_pelzer, child_abuse",110
1799,1898,17855756,"Dust (Silo, #3)",author_hugh_howey,decade_2010s,"science_fiction, sci, fiction, dystopian, dystopia, scifi, series, apocalyptic, sci_fantasy, apocalypse",103
1800,1899,13547188,Lone Wolf,author_jodi_picoult,decade_2010s,"fiction, jodi_picoult, contemporary, adult_fiction, chick_lit, drama, adult, picoult, animal, contemporary_fiction",114
1801,1900,10588,Nightmares and Dreamscapes,author_stephen_king,decade_1990s,"horror, stephen_king, short_story, fiction, king, fantasy, thriller, anthology, mystery, supernatural",101
1802,1901,7304203,"Shadowfever (Fever, #5)",author_karen_marie_moning,decade_2010s,"urban_fantasy, fantasy, paranormal, romance, paranormal_romance, fae, series, adult, karen_marie_moning, magic",110
1803,1902,3613997,The Associate,author_john_grisham,decade_2000s,"fiction, john_grisham, thriller, mystery, grisham, legal_thriller, suspense, crime, legal, grisham_john",103
1804,1903,13324841,"Son (The Giver, #4)",author_lois_lowry,decade_2010s,"young_adult, dystopian, dystopia, fiction, fantasy, series, science_fiction, sci, buy, middle_grade",99
1805,1904,18310944,The Sandman: Overture,author_neil_gaiman author_jh_williams_iii author_dave_stewart author_todd_klein,decade_2010s,"graphic_novel, fantasy, comic, graphic_novel, fiction, comic, comic, neil_gaiman, graphic_novel_comic, comic_graphic_novel",122
1806,1905,13569581,"Blood Song (Raven's Shadow, #1)",author_anthony__ryan,decade_2010s,"epic_fantasy, fantasy, fiction, high_fantasy, series, magic, buy, war, adventure, sci_fantasy",93
1807,1906,7137775,"Rules of Attraction (Perfect Chemistry, #2)",author_simone_elkeles,decade_2010s,"young_adult, romance, contemporary, series, realistic_fiction, contemporary_romance, new_adult, chick_lit, high_school, romance",127
1808,1907,93007,The Merry Adventures of Robin Hood,author_howard_pyle,decade_1880s,"classic, fiction, adventure, historical_fiction, classic, fantasy, robin_hood, childrens, literature, young_adult",113
1809,1908,9915,Less Than Zero,author_bret_easton_ellis,decade_1980s,"fiction, contemporary, novel, american, literature, rory_gilmore_challenge, drug, contemporary_fiction, novel, rory_gilmore",123
1810,1909,875441,Someone Knows My Name,author_lawrence_hill,decade_2000s,"historical_fiction, fiction, historical, audio, canadian, slavery, canada, africa, canadian_literature, american_history",120
1811,1910,93101,The Arabian Nights,author_anonymous author_richard_francis_burton author_as_byatt,decade_800s,"classic, fiction, fantasy, short_story, classic, literature, fairy_tale, mythology, middle_east, adventure",106
1812,1911,7093952,"Faithful Place (Dublin Murder Squad, #3)",author_tana_french,decade_2010s,"mystery, fiction, crime, series, mystery, ireland, mystery_thriller, thriller, suspense, audio",94
1813,1912,18467802,Euphoria,author_lily_king,decade_2010s,"historical_fiction, fiction, anthropology, historical, audio, romance, literary_fiction, adult_fiction, adult, novel",116
1814,1913,9301,"Rachel's Holiday (Walsh Family, #2)",author_marian_keyes,decade_1990s,"chick_lit, fiction, romance, chicklit, marian_keyes, contemporary, chic_lit, series, ireland, humor",99
1815,1914,41811,The Caves of Steel (Robot #1),author_isaac_asimov,decade_1950s,"science_fiction, sci, fiction, scifi, mystery, asimov, classic, isaac_asimov, robot, sci_fantasy",96
1816,1915,17800,"Dance Dance Dance (The Rat, #4)",author_haruki_murakami,decade_1980s,"fiction, japan, japanese, murakami, magical_realism, japanese_literature, haruki_murakami, contemporary, fantasy, novel",119
1817,1916,232109,"The Mouse and the Motorcycle (Ralph S. Mouse, #1)",author_beverly_cleary author_louis_darling author_tracy_dockray,decade_1960s,"childrens, fiction, child, child, kid, childhood, fantasy, animal, young_adult, childhood",89
1818,1917,3432478,"The Forest of Hands and Teeth (The Forest of Hands and Teeth, #1)",author_carrie_ryan,decade_2000s,"young_adult, zombie, dystopian, horror, fantasy, dystopia, series, post_apocalyptic, fiction, romance",101
1819,1918,189783,"The Elfstones of Shannara  (The Original Shannara Trilogy, #2)",author_terry_brooks,decade_1980s,"fantasy, fiction, terry_brook, shannara, epic_fantasy, sci_fantasy, series, adventure, fantasy_sci, magic",105
1820,1919,7741325,"Dash & Lily's Book of Dares (Dash & Lily, #1)",author_rachel_cohn author_david_levithan,decade_2010s,"young_adult, contemporary, romance, christmas, fiction, wish_list, realistic_fiction, buy, contemporary, dnf",108
1821,1920,17333230,The Luminaries,author_eleanor_catton,decade_2010s,"fiction, historical_fiction, mystery, historical, abandoned, new_zealand, literary_fiction, did_not_finish, buy, literature",123
1822,1921,826584,If You Give a Moose a Muffin,author_laura_joffe_numeroff author_felicia_bond,decade_1990s,"childrens, child, child, kid, animal, fiction, childhood, humor, childhood, child_lit",85
1823,1922,32421,Velocity,author_dean_koontz,decade_2000s,"dean_koontz, horror, thriller, fiction, mystery, koontz, suspense, crime, mystery_thriller, thriller",100
1824,1923,4143,Barrel Fever: Stories and Essays,author_david_sedaris,decade_1990s,"humor, non_fiction, essay, short_story, fiction, memoir, nonfiction, comedy, humour, funny",90
1825,1924,34517,"Reaper Man (Discworld, #11; Death, #2)",author_terry_pratchett,decade_1990s,"fantasy, discworld, fiction, humor, terry_pratchett, humour, pratchett, comedy, sci_fantasy, series",99
1826,1925,17303,"Piercing the Darkness (Darkness, #2)",author_frank_e_peretti,decade_1980s,"christian_fiction, fiction, christian, fantasy, thriller, frank_peretti, religion, religious, spiritual, christianity",117
1827,1926,69242,Made to Stick: Why Some Ideas Survive and Others Die,author_chip_heath author_dan_heath,decade_2000s,"business, psychology, nonfiction, non_fiction, communication, leadership, self_help, work, marketing, buy",105
1828,1927,401514,Alive: The Story of the Andes Survivors,author_piers_paul_read,decade_1970s,"non_fiction, nonfiction, adventure, survival, history, biography, travel, memoir, memoir, south_america",103
1829,1928,3679,On Beauty,author_zadie_smith,decade_2000s,"fiction, contemporary, novel, contemporary_fiction, literature, literary_fiction, british, adult_fiction, family, novel",119
1830,1929,13360,Battlefield of the Mind: Winning the Battle in Your Mind,author_joyce_meyer,decade_1990s,"non_fiction, self_help, spiritual, christian_non_fiction, joyce_meyer, faith, christian_living, christianity, nonfiction, religion",130
1831,1930,59829,"Dance Upon the Air (Three Sisters Island, #1)",author_nora_roberts,decade_2000s,"romance, nora_robert, paranormal, fiction, contemporary_romance, fantasy, paranormal_romance, series, contemporary, magic",121
1832,1931,645023,"Castle of Wizardry (The Belgariad, #4)",author_david_eddings,decade_1980s,"fantasy, fiction, david_eddings, epic_fantasy, sci_fantasy, high_fantasy, magic, series, fantasy_sci, adventure",111
1833,1932,8492319,"Lover Unleashed (Black Dagger Brotherhood, #9)",author_jr_ward,decade_2010s,"fantasy, paranormal, urban_fantasy, paranormal_romance, romance, ward, vampire, pnr, vampire, ward",98
1834,1934,6566722,"Heat Wave (Nikki Heat, #1)",author_richard_castle,decade_2000s,"mystery, thriller, richard_castle, castle, fiction, crime, nikki_heat, adult, series, contemporary",98
1835,1935,18607805,Kindle Paperwhite User's Guide,author_amazon,decade_2010s,"abandoned, probably_not, nonfiction, non_fiction, reference, self_help, finished, mine, amazon, technology",106
1836,1937,25350,"Out of the Silent Planet (Space Trilogy, #1)",author_cs_lewis,decade_1930s,"science_fiction, fiction, sci, lewis, christian_fiction, scifi, fantasy, christianity, fantasy_sci, classic",107
1837,1939,826585,If You Give a Pig a Pancake ,author_laura_joffe_numeroff author_felicia_bond,decade_1990s,"childrens, child, child, kid, animal, childhood, fiction, child_lit, food, child_literature",91
1838,1940,567678,The Wasp Factory,author_iain_banks,decade_1980s,"fiction, horror, thriller, contemporary, buy, literature, scotland, novel, mystery, classic",91
1839,1941,10112885,Night Film,author_marisha_pessl,decade_2010s,"mystery, fiction, thriller, horror, mystery_thriller, adult, contemporary, suspense, adult_fiction, crime",105
1840,1942,10211494,Stories I Only Tell My Friends,author_rob_lowe,decade_2010s,"non_fiction, memoir, biography, nonfiction, memoir, autobiography, audio, biography, biography_memoir, audible",110
1841,1943,16085481,Crazy Rich Asians (Crazy Rich Asians #1),author_kevin_kwan,decade_2010s,"fiction, chick_lit, contemporary, romance, humor, adult, contemporary_fiction, asia, series, adult_fiction",106
1842,1944,51428,"Rebel Angels (Gemma Doyle, #2)",author_libba_bray,decade_2000s,"fantasy, young_adult, historical_fiction, series, historical, fiction, romance, paranormal, magic, teen",103
1843,1945,344262,"Bloodfever (Fever, #2)",author_karen_marie_moning,decade_2000s,"urban_fantasy, fantasy, paranormal, romance, paranormal_romance, fae, series, adult, karen_marie_moning, fiction",112
1844,1946,2702704,"Faefever (Fever, #3)",author_karen_marie_moning,decade_2000s,"urban_fantasy, paranormal, paranormal_romance, fae, fantasy, series, adult, karen_marie_moning, romance, magic",110
1845,1947,22744701,My Sister's Grave (Tracy Crosswhite #1),author_robert_dugoni,decade_2010s,"mystery, fiction, thriller, crime, mystery_thriller, series, suspense, unlimited, audible, first",96
1846,1948,24120519,"Library of Souls (Miss Peregrine's Peculiar Children, #3)",author_ransom_riggs,decade_2010s,"fantasy, young_adult, fiction, series, paranormal, buy, historical_fiction, horror, adventure, time_travel",106
1847,1949,3102,Howards End,author_em_forster,decade_1910s,"fiction, literature, british, historical_fiction, classic, novel, century, england, classic_literature, british_literature",122
1848,1950,102458,"Hellboy, Vol. 1: Seed of Destruction (Hellboy, #1)",author_mike_mignola author_john_byrne,decade_1990s,"comic, graphic_novel, graphic_novel, fantasy, horror, comic, comic, fiction, comic_graphic_novel, comic",103
1849,1951,13643567,"The Evolution of Mara Dyer (Mara Dyer, #2)",author_michelle_hodkin,decade_2010s,"young_adult, fantasy, paranormal, romance, buy, horror, mystery, series, star, all_time",87
1850,1952,15724396,"The Sword of Summer (Magnus Chase and the Gods of Asgard, #1)",author_rick_riordan,decade_2010s,"fantasy, mythology, young_adult, rick_riordan, middle_grade, series, adventure, fiction, magic, buy",99
1851,1953,54499,"The Man in the Iron Mask (The D'Artagnan Romances, #3.3)",author_alexandre_dumas author_francine_du_plessix_gray author_joachim_neugroschel,decade_1850s,"classic, fiction, historical_fiction, classic, adventure, french, literature, historical, france, french_literature",115
1852,1954,89717,The Haunting of Hill House,author_shirley_jackson author_laura___miller,decade_1950s,"horror, classic, fiction, gothic, mystery, paranormal, classic, ghost, supernatural, fantasy",92
1853,1955,18864,The Rum Diary,author_hunter_s_thompson,decade_1990s,"fiction, classic, novel, literature, gonzo, american, non_fiction, hunter_thompson, contemporary, journalism",108
1854,1956,8253,"Little Town on the Prairie  (Little House, #7)",author_laura_ingalls_wilder author_garth_williams,decade_1940s,"classic, historical_fiction, childrens, fiction, child, child, young_adult, historical, childhood, series",105
1855,1957,31122,I Capture the Castle,author_dodie_smith,decade_1940s,"fiction, classic, young_adult, historical_fiction, romance, coming_age, classic, historical, british, england",109
1856,1958,7933617,"Destined (House of Night, #9)",author_pc_cast author_kristin_cast,decade_2010s,"vampire, young_adult, house_night, fantasy, paranormal, vampire, series, romance, cast, supernatural",100
1857,1959,6048530,"Finger Lickin' Fifteen (Stephanie Plum, #15)",author_janet_evanovich,decade_2000s,"mystery, janet_evanovich, fiction, humor, stephanie_plum, series, chick_lit, romance, evanovich, mystery",104
1858,1960,38500,Women,author_charles_bukowski,decade_1970s,"fiction, bukowski, classic, novel, literature, american, poetry, buy, charles_bukowski, contemporary",100
1859,1961,159178,"North and South (North and South, #1)",author_john_jakes,decade_1980s,"historical_fiction, fiction, historical, civil_war, series, history, war, john_jakes, classic, romance",102
1860,1962,6587387,"Silver Borne (Mercy Thompson, #5)",author_patricia_briggs,decade_2010s,"urban_fantasy, fantasy, paranormal, werewolf, romance, vampire, paranormal_romance, patricia_briggs, series, shifter",116
1861,1963,31259,"The Bourne Ultimatum (Jason Bourne, #3)",author_robert_ludlum,decade_1990s,"fiction, thriller, mystery, espionage, robert_ludlum, spy, action, suspense, adventure, thriller",96
